SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,7502 Broach Dr,Richmond,VA,23225,219000,3,3.5,Southampton Hills,2010,2178,1985,4,109,225,Active,,,http://www.redfin.com/VA/Richmond/7502-Broach-Dr-23225/home/55397650,CVRMLS,2009569,N,Y,37.5418961,-77.5323789
MLS Listing,,Single Family Residential,1909 Sharbel Cir,Glen Allen,VA,23059,429000,4,3.5,Maron Heights,2365,13503,2019,6,181,,Active,,,http://www.redfin.com/VA/Glen-Allen/1909-Sharbel-Cir-23059/home/59610363,CVRMLS,2009288,N,Y,37.669091,-77.478261
MLS Listing,,Single Family Residential,5407 Park Ave,Richmond,VA,23226,379000,5,3,Westwood,2559,12196,1975,25,148,,Active,,,http://www.redfin.com/VA/Richmond/5407-Park-Ave-23226/home/59861233,CVRMLS,2006816,N,Y,37.5783598,-77.5101365
MLS Listing,,Single Family Residential,2521 O St,Richmond,VA,23223,395000,3,3.5,,2002,1306,2018,38,197,,Active,,,http://www.redfin.com/VA/Richmond/2521-O-St-23223/home/55408932,CVRMLS,2005235,N,Y,37.536263,-77.413227
MLS Listing,,Single Family Residential,1335 Burning Tree Rd,Henrico,VA,23231,150000,2,1,Media Park,1273,41382,1950,1,118,,Active,,,http://www.redfin.com/VA/Richmond/1335-Burning-Tree-Rd-23231/home/59695328,CVRMLS,2009900,N,Y,37.4590018,-77.3958022
MLS Listing,,Single Family Residential,121 Carnation St,Richmond,VA,23225,170000,3,2,Pine Hurst,1032,16117,2004,1,165,,Active,,,http://www.redfin.com/VA/Richmond/121-Carnation-St-23225/home/55401925,CVRMLS,2009990,N,Y,37.500887,-77.5165219
MLS Listing,,Single Family Residential,2823 5th Ave,Richmond,VA,23222,116000,2,1,,864,8712,1920,1,134,,Active,,,http://www.redfin.com/VA/Richmond/2823-5th-Ave-23222/home/55419576,CVRMLS,2009910,N,Y,37.5664434,-77.416014
MLS Listing,,Single Family Residential,3848 Danewood Dr,Richmond,VA,23233,384900,4,2.5,Langtree At Wellesley,2248,11325,1992,1,171,80,Active,,,http://www.redfin.com/VA/Richmond/3848-Danewood-Dr-23233/home/59625123,CVRMLS,2009909,N,Y,37.6499262,-77.6283076
MLS Listing,,Single Family Residential,32 E Gray St,Sandston,VA,23150,159950,3,1,Sandston,982,11325,1951,1,163,,Active,,,http://www.redfin.com/VA/Sandston/32-E-Gray-St-23150/home/59688842,CVRMLS,2008404,N,Y,37.5174688,-77.3112533
MLS Listing,,Single Family Residential,4103 Sulgrave Rd,Richmond,VA,23221,1720000,6,5.5,Windsor Farms,6599,23086,1941,1,261,40,Active,,,http://www.redfin.com/VA/Richmond/4103-Sulgrave-Rd-23221/home/55452629,CVRMLS,2009899,N,Y,37.5525174,-77.4991778
MLS Listing,,Single Family Residential,,Richmond,VA,23223,155000,2,2,,864,4356,1941,1,179,,Active,,,http://www.redfin.com/VA/Richmond/Undisclosed-address-23223/home/55413469,CVRMLS,2009825,N,Y,37.533947,-77.4009523
MLS Listing,,Single Family Residential,13313 Edmonton Dr,Midlothian,VA,23113,848000,5,4.5,Tarrington,4764,20473,2020,1,178,79,Active,,,http://www.redfin.com/VA/Midlothian/13313-Edmonton-Dr-23113/home/59478894,CVRMLS,2009769,N,Y,37.550263,-77.641362
MLS Listing,,Single Family Residential,10101 Huntersdell Ln,North Chesterfield,VA,23235,259950,4,2.5,Bon Air Estates,1756,13939,1987,1,148,,Active,,,http://www.redfin.com/VA/Richmond/10101-Huntersdell-Ln-23235/home/59528015,CVRMLS,2009956,N,Y,37.5099754,-77.5805464
MLS Listing,,Single Family Residential,106 Burgoyne Rd,Henrico,VA,23229,615000,5,3.5,Georges Bluff,3530,26571,1986,1,174,12,Active,,,http://www.redfin.com/VA/Richmond/106-Burgoyne-Rd-23229/home/59664387,CVRMLS,2009417,N,Y,37.5864762,-77.5987892
MLS Listing,,Townhouse,,Highland Springs,VA,23075,89900,3,3,,1007,2178,1975,1,89,139,Active,,,http://www.redfin.com/VA/Highland-Springs/Undisclosed-address-23075/home/59685430,CVRMLS,2009778,N,Y,37.533664,-77.311312
MLS Listing,,Single Family Residential,3220 E Weyburn Rd,Richmond,VA,23235,325000,4,3,Oxford,2683,41382,1960,1,121,,Active,,,http://www.redfin.com/VA/Richmond/3220-E-Weyburn-Rd-23235/home/55395282,CVRMLS,2009760,N,Y,37.5423903,-77.5471862
MLS Listing,,Single Family Residential,313 Obrien Rd,Henrico,VA,23227,215000,3,2.5,Huntington Place,1471,11325,2010,1,146,,Active,,,http://www.redfin.com/VA/Richmond/313-Obrien-Rd-23227/home/59656629,CVRMLS,2009512,N,Y,37.6068815,-77.4334876
MLS Listing,,Condo/Co-op,5549 Forest Hill Ave,Richmond,VA,23225,159000,2,2.5,Colonial Green Condominiums,1160,871,1982,1,137,207,Active,,,http://www.redfin.com/VA/Richmond/5549-Forest-Hill-Ave-23225/home/55398342,CVRMLS,2009863,N,Y,37.5275756,-77.5011267
MLS Listing,,Single Family Residential,1664 Bilder Ct,Richmond,VA,23225,348740,4,2.5,Westlake,2544,,2020,1,137,110,Active,,,http://www.redfin.com/VA/North-Chesterfield/1664-Bilder-CT-23225/home/171226681,CVRMLS,2009961,N,Y,37.5374438,-77.5275463
MLS Listing,,Single Family Residential,4101 Bromley Ln,Richmond,VA,23221,650000,5,2.5,Monument Avenue Gardens,2770,6534,1926,1,235,,Active,,,http://www.redfin.com/VA/Richmond/4101-Bromley-Ln-23221/home/55447210,CVRMLS,2009896,N,Y,37.5682134,-77.4879941
MLS Listing,,Single Family Residential,3000 Noble Ave,Richmond,VA,23222,435000,3,3,Ginter Park Terrace,2360,6969,1922,1,184,,Active,,,http://www.redfin.com/VA/Richmond/3000-Noble-Ave-23222/home/55420521,CVRMLS,2006539,N,Y,37.572107,-77.4424308
MLS Listing,,Single Family Residential,12821 River Hills Dr,Chesterfield,VA,23113,469000,5,4.5,James River West,3691,58806,1986,1,127,23,Active,,,http://www.redfin.com/VA/Midlothian/12821-River-Hills-Dr-23113/home/59508881,CVRMLS,2009817,N,Y,37.5370164,-77.6356366
MLS Listing,,Single Family Residential,15042 Dordon Dr,Midlothian,VA,23112,552990,4,4,Rountrey,3035,19602,2020,1,182,75,Active,,,http://www.redfin.com/VA/Midlothian/15042-Dordon-DR-Unknown/home/171224676,CVRMLS,2009655,N,Y,37.5061069,-77.6490005
MLS Listing,,Single Family Residential,9703 Laurel Pine Dr,Henrico,VA,23228,325000,4,2.5,Laurel Pines,1813,11761,2018,1,179,,Active,,,http://www.redfin.com/VA/Henrico/9703-Laurel-Pine-Dr-23228/home/145251046,CVRMLS,2009939,N,Y,37.6433094,-77.5041135
MLS Listing,,Single Family Residential,918 Baldwin Rd,Henrico,VA,23229,599950,5,3.5,Rollingwood,3068,11761,1976,1,196,,Active,,,http://www.redfin.com/VA/Richmond/918-Baldwin-Rd-23229/home/59666612,CVRMLS,2009457,N,Y,37.5913896,-77.5472086
MLS Listing,,Single Family Residential,4707 Kensington Ave,Richmond,VA,23226,439000,3,2,Colonial Place,1460,6969,1952,1,301,,Active,,,http://www.redfin.com/VA/Richmond/4707-Kensington-Ave-23226/home/55448622,CVRMLS,2009805,N,Y,37.5697849,-77.5020788
MLS Listing,,Single Family Residential,2261 Darbytown Rd,Henrico,VA,23231,229950,3,2,,890,40075,2020,1,258,,Active,,,http://www.redfin.com/VA/Richmond/2261-Darbytown-Rd-23231/home/59692970,CVRMLS,2009576,N,Y,37.4847919,-77.363848
MLS Listing,,Single Family Residential,2731 Lansdale Rd,Richmond,VA,23225,309950,4,2.5,Stratford Hills,2123,27442,1996,1,146,,Active,,,http://www.redfin.com/VA/Richmond/2731-Lansdale-Rd-23225/home/55396059,CVRMLS,2009890,N,Y,37.5350331,-77.5435586
MLS Listing,,Single Family Residential,7213 Swanhaven Dr,Chesterfield,VA,23234,410000,5,3.5,Watermark,4250,17859,2009,1,96,45,Active,,,http://www.redfin.com/VA/North-Chesterfield/7213-Swanhaven-Dr-23234/home/59485395,CVRMLS,2008352,N,Y,37.415036,-77.50874
MLS Listing,,Townhouse,14500 Michaux Springs Pl,Midlothian,VA,23113,360537,4,3.5,Winterfield Park,2150,,2020,1,168,140,Active,,,http://www.redfin.com/VA/Midlothian/14500-Michaux-Springs-Dr-23113/home/144490981,CVRMLS,2009913,N,Y,37.5119912,-77.6655168
MLS Listing,,Condo/Co-op,6 N 6th St Unit U5D,Richmond,VA,23219,249950,2,2,,1201,1306,1914,1,208,311,Active,,,http://www.redfin.com/VA/Richmond/6-N-6th-St-23219/unit-U5D/home/55392928,CVRMLS,2009892,N,Y,37.5403599,-77.4388787
MLS Listing,,Single Family Residential,1516 N 24th St,Richmond,VA,23223,355950,3,2.5,Fairmount Park,1712,6534,1964,1,208,,Active,,,http://www.redfin.com/VA/Richmond/1516-N-24th-St-23223/home/55411541,CVRMLS,2009357,N,Y,37.5434989,-77.4092961
MLS Listing,,Single Family Residential,3108 Grayland Ave,Richmond,VA,23221,424950,4,1,Park Place,1633,6098,1948,1,260,,Active,,,http://www.redfin.com/VA/Richmond/3108-Grayland-Ave-23221/home/55444010,CVRMLS,2003908,N,Y,37.5517705,-77.4816021
MLS Listing,,Single Family Residential,1622 N 31st St,Richmond,VA,23223,124950,3,1,,744,7840,1946,1,168,,Active,,,http://www.redfin.com/VA/Richmond/1622-N-31st-St-23223/home/55411645,CVRMLS,2008591,N,Y,37.5411407,-77.401217
MLS Listing,,Single Family Residential,4461 Old Fox Trl,Midlothian,VA,23112,415000,5,2.5,Old Fox Trail,3611,,1977,1,115,40,Active,,,http://www.redfin.com/VA/Midlothian/4461-Old-Fox-Trl-23112/home/59504753,CVRMLS,2009884,N,Y,37.4273001,-77.6458941
MLS Listing,,Single Family Residential,10756 Forest Hollow Ct,Glen Allen,VA,23059,579950,4,3,Holloway At Wyndham Forest,3566,8712,2020,1,163,42,Active,,,http://www.redfin.com/VA/Three-Chopt/Forest-Hollow-Ct-23059/home/145289775,CVRMLS,2009870,N,Y,37.677641,-77.578079
MLS Listing,,Single Family Residential,16101 Maple Hall Dr,Midlothian,VA,23113,1225000,6,6.5,Founders Bridge,6581,30927,2006,1,186,120,Active,,,http://www.redfin.com/VA/Midlothian/16101-Maple-Hall-Dr-23113/home/59471597,CVRMLS,2008934,N,Y,37.5338222,-77.687746
MLS Listing,,Single Family Residential,4425 Heidi Ct,Midlothian,VA,23112,279900,4,2.5,The Forest At Carole Heights,2257,17424,2004,1,124,,Active,,,http://www.redfin.com/VA/Midlothian/4425-Heidi-Ct-23112/home/59472840,CVRMLS,2009823,N,Y,37.431315,-77.598387
MLS Listing,,Single Family Residential,2506 Grove Ave,Richmond,VA,23220,875000,5,3.5,,3773,5227,1910,1,232,,Active,,,http://www.redfin.com/VA/Richmond/2506-Grove-Ave-23220/home/55442362,CVRMLS,2009616,N,Y,37.5540468,-77.4711191
MLS Listing,,Single Family Residential,6201 Winsted Ct,Glen Allen,VA,23059,385000,4,2.5,Wexford At Wyndham,2544,15681,1992,1,151,206,Active,,,http://www.redfin.com/VA/Glen-Allen/6201-Winsted-Ct-23059/home/59611836,CVRMLS,2009847,N,Y,37.7064831,-77.6086146
MLS Listing,,Single Family Residential,7500 Springbok Rd,Chesterfield,VA,23832,189950,3,2,Deerfield Estates,1432,23086,1962,1,133,,Active,,,http://www.redfin.com/VA/Chesterfield/7500-Springbok-Rd-23832/home/59546698,CVRMLS,2008500,N,Y,37.3826537,-77.5183858
MLS Listing,,Single Family Residential,10245 Grand Hickory Dr,Mechanicsville,VA,23116,329850,4,2.5,Hickory Ridge,2350,15245,1998,1,140,13,Active,,,http://www.redfin.com/VA/Mechanicsville/10245-Grand-Hickory-Dr-23116/home/56181792,CVRMLS,2009323,N,Y,37.6790074,-77.4314927
MLS Listing,,Single Family Residential,6700 Stuart Ave,Richmond,VA,23226,495000,4,3,Westhampton Heights Annex,1800,7405,1947,1,275,,Active,,,http://www.redfin.com/VA/Richmond/6700-Stuart-Ave-23226/home/55450607,CVRMLS,2009829,N,Y,37.586128,-77.5280614
MLS Listing,,Single Family Residential,1320 1/2 N 27th St,Richmond,VA,23223,299950,3,2.5,,1586,3920,2015,1,189,,Active,,,http://www.redfin.com/VA/Richmond/1320-1-2-N-27th-St-23223/home/55410674,CVRMLS,2009844,N,Y,37.5398274,-77.408414
MLS Listing,,Single Family Residential,4400 Fieldstone Ct,Richmond,VA,23234,188000,4,3,Whale Rock,2088,12632,1979,1,90,,Active,,,http://www.redfin.com/VA/Richmond/4400-Fieldstone-Ct-23234/home/59549725,CVRMLS,2009835,N,Y,37.4543349,-77.5051253
MLS Listing,,Single Family Residential,814 Catherine St,Richmond,VA,23220,225000,3,1.5,George Washington Carver Est,1188,1742,1994,2,189,,Active,,,http://www.redfin.com/VA/Richmond/814-Catherine-St-23220/home/55417370,CVRMLS,2009768,N,Y,37.5523898,-77.4468716
MLS Listing,,Single Family Residential,1013 Ashbrook Landing Rd,Midlothian,VA,23114,299900,5,2.5,Ashbrook Landing,2156,12632,1985,2,139,,Active,,,http://www.redfin.com/VA/Midlothian/1013-Ashbrook-Landing-Rd-23114/home/59509505,CVRMLS,2009851,N,Y,37.4737062,-77.6337925
MLS Listing,,Single Family Residential,3801 Monza Dr,Richmond,VA,23234,279850,5,4.5,Meadowbrook,3892,24829,1973,2,72,,Active,,,http://www.redfin.com/VA/Richmond/3801-Monza-Dr-23234/home/59561218,CVRMLS,2009846,N,Y,37.4506333,-77.4663654
MLS Listing,,Single Family Residential,630 Coalbrook Dr,Midlothian,VA,23114,470000,5,4,The Grove,4251,10018,2004,2,111,37,Active,,,http://www.redfin.com/VA/Midlothian/630-Coalbrook-Dr-23114/home/59472467,CVRMLS,2009837,N,Y,37.4914888,-77.6503238
MLS Listing,,Single Family Residential,2013 Cleary Rd,Henrico,VA,23223,155000,3,1,Central Gardens,1066,10454,1956,2,145,,Active,,,http://www.redfin.com/VA/Richmond/2013-Cleary-Rd-23223/home/59678246,CVRMLS,2009738,N,Y,37.5557657,-77.4022148
MLS Listing,,Single Family Residential,2830 Bayfront Way,Midlothian,VA,23112,462000,4,3.5,Edgewater At The Reservoir,3398,12632,2008,2,136,33,Active,,,http://www.redfin.com/VA/Midlothian/2830-Bayfront-Way-23112/home/59480510,CVRMLS,2009638,N,Y,37.4455255,-77.6882156
MLS Listing,,Single Family Residential,2619 Gay Ave,Henrico,VA,23231,143500,3,1.5,Varina,1188,11761,1972,2,121,,Active,,,http://www.redfin.com/VA/Richmond/2619-Gay-Ave-23231/home/59686135,CVRMLS,2009633,N,Y,37.5253199,-77.3772352
MLS Listing,,Single Family Residential,1208 Nelwood Dr,Richmond,VA,23231,129000,3,1,,1260,5662,1917,2,102,,Active,,,http://www.redfin.com/VA/Richmond/1208-Nelwood-Dr-23231/home/55414260,CVRMLS,2009674,N,Y,37.5185568,-77.4019009
MLS Listing,,Single Family Residential,6116 Bradford Landing Dr,Glen Allen,VA,23059,549950,6,5,Bradford At Wyndham,3420,,1997,2,161,67,Active,,,http://www.redfin.com/VA/Glen-Allen/6116-Bradford-Landing-Dr-23059/home/59612651,CVRMLS,2007834,N,Y,37.6999497,-77.6249063
MLS Listing,,Single Family Residential,609 W Graham Rd,Richmond,VA,23222,210000,3,2,Battery Court Addition,1139,9583,1956,2,184,,Active,,,http://www.redfin.com/VA/Richmond/609-W-Graham-Rd-23222/home/55417640,CVRMLS,2009832,N,Y,37.5640785,-77.4405481
MLS Listing,,Single Family Residential,8010 Thom Rd,Henrico,VA,23229,980000,6,5.5,Westham Ridge,6116,3484,1961,2,160,4,Active,,,http://www.redfin.com/VA/Richmond/8010-Thom-Rd-23229/home/59675855,CVRMLS,2008381,N,Y,37.5697826,-77.5533556
MLS Listing,,Single Family Residential,7867 Winding Ash Ter,Chesterfield,VA,23832,239950,3,2.5,Ashbrook,1674,10454,2002,2,143,20,Active,,,http://www.redfin.com/VA/Chesterfield/7867-Winding-Ash-Ter-23832/home/59589034,CVRMLS,2009003,N,Y,37.3943617,-77.6907763
MLS Listing,,Single Family Residential,8330 Lyndale Dr,Chesterfield,VA,23235,234995,4,2.5,Bedford,1932,15681,1986,2,122,,Active,,,http://www.redfin.com/VA/Richmond/8330-Lyndale-Dr-23235/home/59537749,CVRMLS,2009826,N,Y,37.4522876,-77.5493807
MLS Listing,,Single Family Residential,1018 Pepper Ave,Henrico,VA,23226,549500,4,2.5,,2346,11761,1948,2,234,,Active,,,http://www.redfin.com/VA/Richmond/1018-Pepper-Ave-23226/home/59667687,CVRMLS,2009554,N,Y,37.5871574,-77.5189626
MLS Listing,,Townhouse,411 Harben Pl,Glen Allen,VA,23059,389000,4,3,Townes At Pouncey Place Section 1,2071,3484,2014,2,188,155,Active,,,http://www.redfin.com/VA/Glen-Allen/411-Harben-Pl-23059/home/59611078,CVRMLS,2009658,N,Y,37.6594847,-77.6087221
MLS Listing,,Townhouse,3917 Breezy Ct,Chesterfield,VA,23234,189900,3,2.5,Belfair Townhouses,1920,2178,1975,2,99,85,Active,,,http://www.redfin.com/VA/Richmond/3917-Breezy-Ct-23234/home/59547915,CVRMLS,2008483,N,Y,37.45876,-77.512866
MLS Listing,,Single Family Residential,2805 Burnlake Ct,Richmond,VA,23233,445000,4,2.5,Woodmark At Wellesley,2864,,1989,2,155,75,Active,,,http://www.redfin.com/VA/Richmond/2805-Burnlake-Ct-23233/home/59624328,CVRMLS,2009810,N,Y,37.6429527,-77.6224
MLS Listing,,Single Family Residential,3021 Scherer Dr,Chesterfield,VA,23235,325000,3,3,Oxford,2324,28314,1963,2,140,,Active,,,http://www.redfin.com/VA/Richmond/3021-Scherer-Dr-23235/home/59537242,CVRMLS,2009792,N,Y,37.53951,-77.551995
MLS Listing,,Single Family Residential,10830 Ashley Oak Ter,Chester,VA,23831,428950,4,3.5,Wellington Farms,3373,93654,2020,2,127,13,Active,,,http://www.redfin.com/VA/Chester/10830-Ashley-Oak-Ter-23831/home/59486285,CVRMLS,2009808,N,Y,37.364677,-77.463212
MLS Listing,,Single Family Residential,6108 Isleworth Dr,Glen Allen,VA,23059,449950,4,2.5,Manor Park At Wyndham,2456,10018,1993,2,183,69,Active,,,http://www.redfin.com/VA/Glen-Allen/6108-Isleworth-Dr-23059/home/59611795,CVRMLS,2009102,N,Y,37.7081614,-77.6097783
MLS Listing,,Single Family Residential,14301 Charter Landing Dr,Midlothian,VA,23114,530000,5,5.5,Haywood Village At Charter Colony,4034,15245,2007,2,131,72,Active,,,http://www.redfin.com/VA/Midlothian/14301-Charter-Landing-Dr-23114/home/59480708,CVRMLS,2009211,N,Y,37.4975025,-77.6679149
MLS Listing,,Townhouse,4830 Old Main St,Henrico,VA,23231,517000,3,3.5,Village Of Rocketts Landing,2088,,2014,2,248,190,Active,,,http://www.redfin.com/VA/Richmond/4830-Old-Main-St-23231/home/101397476,CVRMLS,2009418,N,Y,37.5166585,-77.4158458
MLS Listing,,Single Family Residential,1411 Olde Coalmine Rd,Midlothian,VA,23113,279900,4,2.5,Olde Coach Village,2132,26136,1977,2,131,,Active,,,http://www.redfin.com/VA/Midlothian/1411-Olde-Coalmine-Rd-23113/home/59511602,CVRMLS,2009744,N,Y,37.5113614,-77.6271887
MLS Listing,,Single Family Residential,6303 Galaxie Rd,Henrico,VA,23228,249900,3,2,Hermitage West,1550,6534,1952,2,161,,Active,,,http://www.redfin.com/VA/Richmond/6303-Galaxie-Rd-23228/home/59655377,CVRMLS,2009800,N,Y,37.608689,-77.484029
MLS Listing,,Single Family Residential,12337 Manor Crossing Ct,Glen Allen,VA,23059,439990,4,2.5,Short Pump Manor At Bacova,2448,,2020,2,180,175,Active,,,http://www.redfin.com/VA/Glen-Allen/12337-Manor-Crossing-Dr-23059/home/170575240,CVRMLS,2008990,N,Y,37.6643814,-77.6169115
MLS Listing,,Single Family Residential,9218 Beech Hill Ct,Chesterfield,VA,23112,338990,4,2.5,Bayhill Pointe,3010,,2020,2,113,16,Active,,,http://www.redfin.com/VA/Midlothian/9218-Beech-Hill-Dr-23112/home/169285114,CVRMLS,2008992,N,Y,37.3971872,-77.6293028
MLS Listing,,Single Family Residential,3800 Knighton Cir,Chesterfield,VA,23112,344990,4,2.5,Cambria Cove,2423,,2020,2,142,58,Active,,,http://www.redfin.com/VA/Midlothian/3800-Knighton-Cir-23112/home/162601499,CVRMLS,2008994,N,Y,37.4470165,-77.7041183
MLS Listing,,Single Family Residential,3700 Knighton Cir,Chesterfield,VA,23112,384990,6,4,Cambria Cove,3306,,2020,2,116,58,Active,,,http://www.redfin.com/VA/Midlothian/3700-Knighton-Cir-23112/home/162595117,CVRMLS,2008995,N,Y,37.4470165,-77.7041183
MLS Listing,,Single Family Residential,12321 Manor Crossing Ct,Glen Allen,VA,23059,409990,3,2.5,Short Pump Manor At Bacova,1896,,2020,2,216,175,Active,,,http://www.redfin.com/VA/Glen-Allen/12321-Manor-Crossing-Dr-23059/home/170461638,CVRMLS,2008989,N,Y,37.6643814,-77.6169115
MLS Listing,,Condo/Co-op,4520 Grove Ave Unit U3,Richmond,VA,23221,215000,1,1,Colonial Place,800,871,1960,2,269,211,Active,,,http://www.redfin.com/VA/Richmond/4520-Grove-Ave-23221/unit-U3/home/171218672,CVRMLS,2009349,N,Y,37.5654619,-77.498868
MLS Listing,,Single Family Residential,8307 Windsor Dr,Mechanicsville,VA,23111,210000,2,1,,1286,46609,2001,2,163,,Active,,,http://www.redfin.com/VA/Mechanicsville/8307-Windsor-Dr-23111/home/56211006,CVRMLS,2009354,N,Y,37.6090658,-77.3894342
MLS Listing,,Single Family Residential,2406 Ingram Ave,Richmond,VA,23224,135000,3,1,Bellemeade Addition,1067,8276,1959,3,127,,Active,,,http://www.redfin.com/VA/Richmond/2406-Ingram-Ave-23224/home/55429826,CVRMLS,2009005,N,Y,37.5041738,-77.4449858
MLS Listing,,Townhouse,3807 Belker Ct,Chesterfield,VA,23234,99999,3,1.5,Belfair Townhouses,1280,2178,1984,3,78,165,Active,,,http://www.redfin.com/VA/Richmond/3807-Belker-Ct-23234/home/59547845,CVRMLS,2007419,N,Y,37.459896,-77.514133
MLS Listing,,Condo/Co-op,337 Kernel Ct,Chesterfield,VA,23236,358499,3,2,Harvest Glen,1876,1467972,2013,3,191,280,Active,,,http://www.redfin.com/VA/Clover-Hill/Kernel-Ct-23236/home/59489200,CVRMLS,2009666,N,Y,37.478817,-77.597984
MLS Listing,,Single Family Residential,1548 Yeardley Dr,Richmond,VA,23225,274900,4,2,Westover Farms,1799,9147,1956,3,153,,Active,,,http://www.redfin.com/VA/Richmond/1548-Yeardley-Dr-23225/home/55398549,CVRMLS,2009797,N,Y,37.5254598,-77.5000751
MLS Listing,,Single Family Residential,11220 Prescott Pl,Glen Allen,VA,23059,597500,5,4.5,Kensington - Hen,4102,11325,2003,3,146,35,Active,,,http://www.redfin.com/VA/Glen-Allen/11220-Prescott-Pl-23059/home/59595733,CVRMLS,2009705,N,Y,37.6813874,-77.5961704
MLS Listing,,Single Family Residential,1617 N 19th St,Richmond,VA,23223,80000,2,1,Chelsea Place,1008,6969,1930,3,79,,Active,,,http://www.redfin.com/VA/Richmond/1617-N-19th-St-23223/home/55413418,CVRMLS,2009683,N,Y,37.5494475,-77.4113509
MLS Listing,,Condo/Co-op,448 Broad Hill Trl #43,Henrico,VA,23233,470636,3,3,Saunders Station At Broad Hill Centre,2446,,2020,3,192,191,Active,,,http://www.redfin.com/VA/Short-Pump/448-Broad-Hill-Trl-23233/unit-43/home/169896149,CVRMLS,2009782,N,Y,37.6673882,-77.6437973
MLS Listing,,Single Family Residential,4509 Cary Street Rd,Richmond,VA,23221,750000,4,3,Windsor Farms,2925,20037,1958,3,256,40,Active,,,http://www.redfin.com/VA/Richmond/4509-Cary-Street-Rd-23221/home/55451955,CVRMLS,2009777,N,Y,37.5618563,-77.5018725
MLS Listing,,Condo/Co-op,1300 Westwood Village Ln #201,Midlothian,VA,23114,255900,2,2,Westwood Village At Charter Colony,1489,10890,2015,3,172,285,Active,,,http://www.redfin.com/VA/Midlothian/1300-Westwood-Village-Ln-23114/unit-201/home/112730642,CVRMLS,2009750,N,Y,37.4921805,-77.669495
MLS Listing,,Single Family Residential,2853 Haleys Hollow Rd,Henrico,VA,23060,226900,3,2,Haleys Hollow,1198,16552,1988,3,189,,Active,,,http://www.redfin.com/VA/Glen-Allen/2853-Haleys-Hollow-Rd-23060/home/59617164,CVRMLS,2009534,N,Y,37.6710416,-77.5012275
MLS Listing,,Single Family Residential,10618 Hamlin Dr,Chester,VA,23831,249950,3,2,Glen Oaks,2058,13068,2005,3,121,,Active,,,http://www.redfin.com/VA/Chester/10618-Hamlin-Dr-23831/home/59565863,CVRMLS,2009679,N,Y,37.3752607,-77.4504992
MLS Listing,,Condo/Co-op,1101 Haxall Pt Unit U602,Richmond,VA,23219,469000,2,2,Riverside On The James,1173,1306,2005,3,400,525,Active,,,http://www.redfin.com/VA/Richmond/1101-Haxall-Pt-23219/unit-U602/home/55389310,CVRMLS,2009509,N,Y,37.5331287,-77.4366218
MLS Listing,,Single Family Residential,12737 Ellington Woods Pl,Henrico,VA,23059,859900,6,5.5,Ellington Woods At Wyndham,4017,13068,2020,3,214,69,Active,,,http://www.redfin.com/VA/Glen-Allen/12737-Ellington-Woods-Pl-23059/home/59611863,CVRMLS,2009606,N,Y,37.7045325,-77.6262498
MLS Listing,,Single Family Residential,9022 Sparrow Dr,Henrico,VA,23229,234950,3,1,Greenbriar Hills,1088,14810,1956,3,216,,Active,,,http://www.redfin.com/VA/Richmond/9022-Sparrow-Dr-23229/home/59658652,CVRMLS,2009670,N,Y,37.6002008,-77.5743227
MLS Listing,,Single Family Residential,4606 W Grace St,Richmond,VA,23230,489950,3,2.5,Monument Avenue Park,1910,7405,1951,3,257,,Active,,,http://www.redfin.com/VA/Richmond/4606-W-Grace-St-23230/home/55448271,CVRMLS,2007604,N,Y,37.5748868,-77.4927146
MLS Listing,,Single Family Residential,2104 Spider Dr,Henrico,VA,23228,259950,3,2,Valentine Hills,1708,12196,1962,3,152,,Active,,,http://www.redfin.com/VA/Richmond/2104-Spider-Dr-23228/home/59637189,CVRMLS,2009446,N,Y,37.633956,-77.4817365
MLS Listing,,Single Family Residential,9338 Gerljean Dr,Mechanicsville,VA,23116,299999,4,2.5,BEECHWOOD FARMS,2188,18731,1972,3,137,,Active,,,http://www.redfin.com/VA/Mechanicsville/9338-Gerljean-Dr-23116/home/56182227,BRIGHT MLS,VAHA100928,N,Y,37.6758559,-77.4276814
MLS Listing,,Single Family Residential,3812 Dover Rd,Richmond,VA,23221,1695000,4,4.5,Windsor Farms,5850,15245,1942,3,290,40,Active,,,http://www.redfin.com/VA/Richmond/3812-Dover-Rd-23221/home/55452286,CVRMLS,2009671,N,Y,37.5550016,-77.4933867
MLS Listing,,Townhouse,1412 Avondale Woods Dr Unit 39-2,North Chesterfield,VA,23235,274950,3,3,The Townes At Notting Place,1631,,2020,3,169,144,Active,,,http://www.redfin.com/VA/North-Chesterfield/1412-Avondale-Woods-DR-23235/unit-39-2/home/171205281,CVRMLS,2009774,N,Y,37.463167,-77.532948
